0.5006
17  r    conf  1.0
27  r  43 16 18 12 17  conf  0.8361
43  r  27 16 18 12  conf  0.815
27  r  43 16 18 12  conf  0.8362
43  r  27 16 18  conf  0.8154
27  r  43 16 18  conf  0.8366
43  r  27 16  conf  0.8171
27  r  43 16  conf  0.8384
27  r  43 31 17  conf  0.8028
27  r  43 31 12 17  conf  0.8016
27  r  43 31 12  conf  0.8017
27  r  43 31 18 17  conf  0.8006
27  r  43 31 18 12 17  conf  0.8002
27  r  43 31 18 12  conf  0.8003
27  r  43 31 18  conf  0.8006
27  r  43 31  conf  0.8029
43  r  27 21 17  conf  0.8008
43  r  27 21  conf  0.8009
43  r  27  conf  0.835
27  r  43  conf  0.8566
27  r    conf  1.0
17  r  24  conf  0.8061
24  r  17  conf  0.9999
17  r  24 12  conf  0.8047
12  r  24 17  conf  0.806
24  r  12 17  conf  0.9982
12  r  24  conf  0.8061
24  r  12  conf  0.9983
17  r  24 18  conf  0.8035
18  r  24 17  conf  0.806
24  r  18 17  conf  0.9967
17  r  24 18 12  conf  0.8031
12  r  24 18 17  conf  0.8034
18  r  24 12 17  conf  0.8047
24  r  18 12 17  conf  0.9962
12  r  24 18  conf  0.8035
18  r  24 12  conf  0.8047
24  r  18 12  conf  0.9963
18  r  24  conf  0.8061
24  r  18  conf  0.9968
16  r  24 17  conf  0.806
24  r  16 17  conf  0.9771
16  r  24 12 17  conf  0.8047
24  r  16 12 17  conf  0.9763
16  r  24 12  conf  0.8047
24  r  16 12  conf  0.9764
16  r  24 18 17  conf  0.8034
24  r  16 18 17  conf  0.9748
16  r  24 18 12 17  conf  0.803
24  r  16 18 12 17  conf  0.9744
16  r  24 18 12  conf  0.8031
24  r  16 18 12  conf  0.9744
16  r  24 18  conf  0.8035
24  r  16 18  conf  0.9749
16  r  24  conf  0.8061
24  r  16  conf  0.9772
31  r  24 17  conf  0.806
24  r  31 17  conf  0.9348
31  r  24 12 17  conf  0.8047
24  r  31 12 17  conf  0.9334
31  r  24 12  conf  0.8047
24  r  31 12  conf  0.9334
31  r  24 18 17  conf  0.8034
24  r  31 18 17  conf  0.9321
31  r  24 18 12 17  conf  0.803
24  r  31 18 12 17  conf  0.9317
31  r  24 18 12  conf  0.8031
24  r  31 18 12  conf  0.9317
31  r  24 18  conf  0.8035
24  r  31 18  conf  0.9322
24  r  31 16 17  conf  0.9177
24  r  31 16 12 17  conf  0.9171
24  r  31 16 12  conf  0.9172
24  r  31 16 18 17  conf  0.9158
24  r  31 16 18 12 17  conf  0.9154
24  r  31 16 18 12  conf  0.9155
24  r  31 16 18  conf  0.9159
24  r  31 16  conf  0.9178
31  r  24  conf  0.8061
24  r  31  conf  0.9348
21  r  24 17  conf  0.806
24  r  21 17  conf  0.889
21  r  24 12 17  conf  0.8047
24  r  21 12 17  conf  0.8875
21  r  24 12  conf  0.8047
24  r  21 12  conf  0.8876
21  r  24 18 17  conf  0.8034
24  r  21 18 17  conf  0.8861
21  r  24 18 12 17  conf  0.803
24  r  21 18 12 17  conf  0.8857
21  r  24 18 12  conf  0.8031
24  r  21 18 12  conf  0.8857
21  r  24 18  conf  0.8035
24  r  21 18  conf  0.8862
24  r  21 16 17  conf  0.8681
24  r  21 16 12 17  conf  0.8675
24  r  21 16 12  conf  0.8676
24  r  21 16 18 17  conf  0.8661
24  r  21 16 18 12 17  conf  0.8657
24  r  21 16 18 12  conf  0.8658
24  r  21 16 18  conf  0.8662
24  r  21 16  conf  0.8682
24  r  21 31 17  conf  0.8352
24  r  21 31 12 17  conf  0.834
24  r  21 31 12  conf  0.834
24  r  21 31 18 17  conf  0.8328
24  r  21 31 18 12 17  conf  0.8324
24  r  21 31 18 12  conf  0.8325
24  r  21 31 18  conf  0.8329
24  r  21 31 16 17  conf  0.8194
24  r  21 31 16 12 17  conf  0.8189
24  r  21 31 16 12  conf  0.819
24  r  21 31 16 18 17  conf  0.8177
24  r  21 31 16 18 12 17  conf  0.8174
24  r  21 31 16 18 12  conf  0.8174
24  r  21 31 16 18  conf  0.8178
24  r  21 31 16  conf  0.8195
24  r  21 31  conf  0.8353
21  r  24  conf  0.8061
24  r  21  conf  0.8891
29  r  24 17  conf  0.806
24  r  29 17  conf  0.8794
29  r  24 12 17  conf  0.8047
24  r  29 12 17  conf  0.8779
29  r  24 12  conf  0.8047
24  r  29 12  conf  0.878
29  r  24 18 17  conf  0.8034
24  r  29 18 17  conf  0.8765
29  r  24 18 12 17  conf  0.803
24  r  29 18 12 17  conf  0.876
29  r  24 18 12  conf  0.8031
24  r  29 18 12  conf  0.8761
29  r  24 18  conf  0.8035
24  r  29 18  conf  0.8766
24  r  29 16 17  conf  0.8581
24  r  29 16 12 17  conf  0.8575
24  r  29 16 12  conf  0.8576
24  r  29 16 18 17  conf  0.856
24  r  29 16 18 12 17  conf  0.8556
24  r  29 16 18 12  conf  0.8557
24  r  29 16 18  conf  0.8561
24  r  29 16  conf  0.8582
24  r  29 31 17  conf  0.8221
24  r  29 31 12 17  conf  0.8208
24  r  29 31 12  conf  0.8209
24  r  29 31 18 17  conf  0.8196
24  r  29 31 18 12 17  conf  0.8192
24  r  29 31 18 12  conf  0.8193
24  r  29 31 18  conf  0.8197
24  r  29 31 16 17  conf  0.806
24  r  29 31 16 12 17  conf  0.8055
24  r  29 31 16 12  conf  0.8056
24  r  29 31 16 18 17  conf  0.8042
24  r  29 31 16 18 12 17  conf  0.8039
24  r  29 31 16 18 12  conf  0.804
24  r  29 31 16 18  conf  0.8043
24  r  29 31 16  conf  0.8061
24  r  29 31  conf  0.8221
29  r  24  conf  0.8061
24  r  29  conf  0.8795
43  r  24 17  conf  0.806
24  r  43 17  conf  0.8565
43  r  24 12 17  conf  0.8047
24  r  43 12 17  conf  0.855
43  r  24 12  conf  0.8047
24  r  43 12  conf  0.8551
43  r  24 18 17  conf  0.8034
24  r  43 18 17  conf  0.8538
43  r  24 18 12 17  conf  0.803
24  r  43 18 12 17  conf  0.8534
43  r  24 18 12  conf  0.8031
24  r  43 18 12  conf  0.8535
43  r  24 18  conf  0.8035
24  r  43 18  conf  0.8539
24  r  43 16 17  conf  0.8383
24  r  43 16 12 17  conf  0.8377
24  r  43 16 12  conf  0.8378
24  r  43 16 18 17  conf  0.8365
24  r  43 16 18 12 17  conf  0.8361
24  r  43 16 18 12  conf  0.8362
24  r  43 16 18  conf  0.8366
24  r  43 16  conf  0.8384
24  r  43 31 17  conf  0.8028
24  r  43 31 12 17  conf  0.8016
24  r  43 31 12  conf  0.8017
24  r  43 31 18 17  conf  0.8006
24  r  43 31 18 12 17  conf  0.8002
24  r  43 31 18 12  conf  0.8003
24  r  43 31 18  conf  0.8006
24  r  43 31  conf  0.8029
43  r  24  conf  0.8061
24  r  43  conf  0.8566
27  r  24 17  conf  0.806
27  r  24 12 17  conf  0.8047
27  r  24 12  conf  0.8047
27  r  24 18 17  conf  0.8034
27  r  24 18 12 17  conf  0.803
27  r  24 18 12  conf  0.8031
27  r  24 18  conf  0.8035
27  r  24  conf  0.8061
24  r    conf  1.0
17  r  15  conf  0.8023
15  r  17  conf  0.9999
17  r  15 12  conf  0.8007
12  r  15 17  conf  0.8022
15  r  12 17  conf  0.9982
12  r  15  conf  0.8023
15  r  12  conf  0.9983
18  r  15 17  conf  0.8022
15  r  18 17  conf  0.9967
18  r  15 12 17  conf  0.8007
15  r  18 12 17  conf  0.9962
18  r  15 12  conf  0.8007
15  r  18 12  conf  0.9963
18  r  15  conf  0.8023
15  r  18  conf  0.9968
16  r  15 17  conf  0.8022
15  r  16 17  conf  0.9771
16  r  15 12 17  conf  0.8007
15  r  16 12 17  conf  0.9763
16  r  15 12  conf  0.8007
15  r  16 12  conf  0.9764
15  r  16 18 17  conf  0.9748
15  r  16 18 12 17  conf  0.9744
15  r  16 18 12  conf  0.9744
15  r  16 18  conf  0.9749
16  r  15  conf  0.8023
15  r  16  conf  0.9772
31  r  15 17  conf  0.8022
15  r  31 17  conf  0.9348
31  r  15 12 17  conf  0.8007
15  r  31 12 17  conf  0.9334
31  r  15 12  conf  0.8007
15  r  31 12  conf  0.9334
15  r  31 18 17  conf  0.9321
15  r  31 18 12 17  conf  0.9317
15  r  31 18 12  conf  0.9317
15  r  31 18  conf  0.9322
15  r  31 16 17  conf  0.9177
15  r  31 16 12 17  conf  0.9171
15  r  31 16 12  conf  0.9172
15  r  31 16 18 17  conf  0.9158
15  r  31 16 18 12 17  conf  0.9154
15  r  31 16 18 12  conf  0.9155
15  r  31 16 18  conf  0.9159
15  r  31 16  conf  0.9178
31  r  15  conf  0.8023
15  r  31  conf  0.9348
21  r  15 17  conf  0.8022
15  r  21 17  conf  0.889
21  r  15 12 17  conf  0.8007
15  r  21 12 17  conf  0.8875
21  r  15 12  conf  0.8007
15  r  21 12  conf  0.8876
15  r  21 18 17  conf  0.8861
15  r  21 18 12 17  conf  0.8857
15  r  21 18 12  conf  0.8857
15  r  21 18  conf  0.8862
15  r  21 16 17  conf  0.8681
15  r  21 16 12 17  conf  0.8675
15  r  21 16 12  conf  0.8676
15  r  21 16 18 17  conf  0.8661
15  r  21 16 18 12 17  conf  0.8657
15  r  21 16 18 12  conf  0.8658
15  r  21 16 18  conf  0.8662
15  r  21 16  conf  0.8682
15  r  21 31 17  conf  0.8352
15  r  21 31 12 17  conf  0.834
15  r  21 31 12  conf  0.834
15  r  21 31 18 17  conf  0.8328
15  r  21 31 18 12 17  conf  0.8324
15  r  21 31 18 12  conf  0.8325
15  r  21 31 18  conf  0.8329
15  r  21 31 16 17  conf  0.8194
15  r  21 31 16 12 17  conf  0.8189
15  r  21 31 16 12  conf  0.819
15  r  21 31 16 18 17  conf  0.8177
15  r  21 31 16 18 12 17  conf  0.8174
15  r  21 31 16 18 12  conf  0.8174
15  r  21 31 16 18  conf  0.8178
15  r  21 31 16  conf  0.8195
15  r  21 31  conf  0.8353
21  r  15  conf  0.8023
15  r  21  conf  0.8891
29  r  15 17  conf  0.8022
29  r  15 12 17  conf  0.8007
29  r  15 12  conf  0.8007
15  r  29 16 17  conf  0.8581
15  r  29 16 12 17  conf  0.8575
15  r  29 16 12  conf  0.8576
15  r  29 16 18 17  conf  0.856
15  r  29 16 18 12 17  conf  0.8556
15  r  29 16 18 12  conf  0.8557
15  r  29 16 18  conf  0.8561
15  r  29 16  conf  0.8582
15  r  29 31 17  conf  0.8221
15  r  29 31 12 17  conf  0.8208
15  r  29 31 12  conf  0.8209
15  r  29 31 18 17  conf  0.8196
15  r  29 31 18 12 17  conf  0.8192
15  r  29 31 18 12  conf  0.8193
15  r  29 31 18  conf  0.8197
15  r  29 31 16 17  conf  0.806
15  r  29 31 16 12 17  conf  0.8055
15  r  29 31 16 12  conf  0.8056
15  r  29 31 16 18 17  conf  0.8042
15  r  29 31 16 18 12 17  conf  0.8039
15  r  29 31 16 18 12  conf  0.804
15  r  29 31 16 18  conf  0.8043
15  r  29 31 16  conf  0.8061
15  r  29 31  conf  0.8221
29  r  15  conf  0.8023
43  r  15 17  conf  0.8022
15  r  43 17  conf  0.8565
43  r  15 12 17  conf  0.8007
15  r  43 12 17  conf  0.855
43  r  15 12  conf  0.8007
15  r  43 12  conf  0.8551
15  r  43 18 17  conf  0.8538
15  r  43 18 12 17  conf  0.8534
15  r  43 18 12  conf  0.8535
15  r  43 18  conf  0.8539
15  r  43 16 17  conf  0.8383
15  r  43 16 12 17  conf  0.8377
15  r  43 16 12  conf  0.8378
15  r  43 16 18 17  conf  0.8365
15  r  43 16 18 12 17  conf  0.8361
15  r  43 16 18 12  conf  0.8362
15  r  43 16 18  conf  0.8366
15  r  43 16  conf  0.8384
15  r  43 31 17  conf  0.8028
15  r  43 31 12 17  conf  0.8016
15  r  43 31 12  conf  0.8017
15  r  43 31 18 17  conf  0.8006
15  r  43 31 18 12 17  conf  0.8002
15  r  43 31 18 12  conf  0.8003
15  r  43 31 18  conf  0.8006
15  r  43 31  conf  0.8029
43  r  15  conf  0.8023
15  r  43  conf  0.8566
27  r  15 17  conf  0.8022
15  r  27 17  conf  0.8349
27  r  15 12 17  conf  0.8007
15  r  27 12 17  conf  0.8335
27  r  15 12  conf  0.8007
15  r  27 12  conf  0.8336
15  r  27 18 17  conf  0.8324
15  r  27 18 12 17  conf  0.832
15  r  27 18 12  conf  0.8321
15  r  27 18  conf  0.8325
15  r  27 16 17  conf  0.817
15  r  27 16 12 17  conf  0.8165
15  r  27 16 12  conf  0.8166
15  r  27 16 18 17  conf  0.8153
15  r  27 16 18 12 17  conf  0.815
15  r  27 16 18 12  conf  0.815
15  r  27 16 18  conf  0.8154
15  r  27 16  conf  0.8171
15  r  27 21 17  conf  0.8008
15  r  27 21  conf  0.8009
27  r  15  conf  0.8023
15  r  27  conf  0.835
24  r  15 17  conf  0.8022
24  r  15 12 17  conf  0.8007
24  r  15 12  conf  0.8007
24  r  15  conf  0.8023
15  r    conf  1.0
28  r  31 17  conf  0.9348
28  r  31 12 17  conf  0.9334
28  r  31 12  conf  0.9334
28  r  31 18 17  conf  0.9321
28  r  31 18 12 17  conf  0.9317
28  r  31 18 12  conf  0.9317
28  r  31 18  conf  0.9322
28  r  31 16 17  conf  0.9177
28  r  31 16 12 17  conf  0.9171
28  r  31 16 12  conf  0.9172
28  r  31 16 18 17  conf  0.9158
28  r  31 16 18 12 17  conf  0.9154
28  r  31 16 18 12  conf  0.9155
28  r  31 16 18  conf  0.9159
28  r  31 16  conf  0.9178
28  r  31  conf  0.9348
28  r  43 31 17  conf  0.8028
28  r  43 31 12 17  conf  0.8016
28  r  43 31 12  conf  0.8017
28  r  43 31 18 17  conf  0.8006
28  r  43 31 18 12 17  conf  0.8002
28  r  43 31 18 12  conf  0.8003
28  r  43 31 18  conf  0.8006
28  r  43 31  conf  0.8029
41  r  31 17  conf  0.9348
41  r  31 12 17  conf  0.9334
41  r  31 12  conf  0.9334
41  r  31 18 17  conf  0.9321
41  r  31 18 12 17  conf  0.9317
41  r  31 18 12  conf  0.9317
41  r  31 18  conf  0.9322
41  r  31 16 17  conf  0.9177
41  r  31 16 12 17  conf  0.9171
41  r  31 16 12  conf  0.9172
41  r  31 16 18 17  conf  0.9158
41  r  31 16 18 12 17  conf  0.9154
41  r  31 16 18 12  conf  0.9155
41  r  31 16 18  conf  0.9159
41  r  31 16  conf  0.9178
41  r  31  conf  0.9348
41  r  21 31 17  conf  0.8352
41  r  21 31 12 17  conf  0.834
41  r  21 31 12  conf  0.834
41  r  21 31 18 17  conf  0.8328
41  r  21 31 18 12 17  conf  0.8324
41  r  21 31 18 12  conf  0.8325
41  r  21 31 18  conf  0.8329
41  r  21 31 16 17  conf  0.8194
41  r  21 31 16 12 17  conf  0.8189
41  r  21 31 16 12  conf  0.819
41  r  21 31 16 18 17  conf  0.8177
41  r  21 31 16 18 12 17  conf  0.8174
41  r  21 31 16 18 12  conf  0.8174
41  r  21 31 16 18  conf  0.8178
41  r  21 31 16  conf  0.8195
41  r  21 31  conf  0.8353
41  r  29 31 17  conf  0.8221
41  r  29 31 12 17  conf  0.8208
41  r  29 31 12  conf  0.8209
41  r  29 31 18 17  conf  0.8196
41  r  29 31 18 12 17  conf  0.8192
41  r  29 31 18 12  conf  0.8193
41  r  29 31 18  conf  0.8197
41  r  29 31 16 17  conf  0.806
41  r  29 31 16 12 17  conf  0.8055
41  r  29 31 16 12  conf  0.8056
41  r  29 31 16 18 17  conf  0.8042
41  r  29 31 16 18 12 17  conf  0.8039
41  r  29 31 16 18 12  conf  0.804
41  r  29 31 16 18  conf  0.8043
41  r  29 31 16  conf  0.8061
41  r  29 31  conf  0.8221
41  r  43 31 17  conf  0.8028
41  r  43 31 12 17  conf  0.8016
41  r  43 31 12  conf  0.8017
41  r  43 31 18 17  conf  0.8006
41  r  43 31 18 12 17  conf  0.8002
41  r  43 31 18 12  conf  0.8003
41  r  43 31 18  conf  0.8006
41  r  43 31  conf  0.8029
8  r  24 17  conf  0.806
8  r  24 12 17  conf  0.8047
8  r  24 12  conf  0.8047
8  r  24 18 17  conf  0.8034
8  r  24 18 12 17  conf  0.803
8  r  24 18 12  conf  0.8031
8  r  24 18  conf  0.8035
8  r  24  conf  0.8061
