0.7009
17  r    conf  1.0
43  r  41 15 31 16 18 17  conf  0.6029
15  r  41 43 31 16 18 17  conf  0.64
41  r  15 43 31 16 18 17  conf  0.6373
17  r  41 15 43 31 16 18 12  conf  0.5229
12  r  41 15 43 31 16 18 17  conf  0.5229
18  r  41 15 43 31 16 12 17  conf  0.5238
16  r  41 15 43 31 18 12 17  conf  0.5303
31  r  41 15 43 16 18 12 17  conf  0.5385
43  r  41 15 31 16 18 12 17  conf  0.6028
15  r  41 43 31 16 18 12 17  conf  0.6398
41  r  15 43 31 16 18 12 17  conf  0.6371
12  r  41 15 43 31 16 18  conf  0.523
18  r  41 15 43 31 16 12  conf  0.5239
16  r  41 15 43 31 18 12  conf  0.5304
31  r  41 15 43 16 18 12  conf  0.5385
43  r  41 15 31 16 18 12  conf  0.6028
15  r  41 43 31 16 18 12  conf  0.6399
41  r  15 43 31 16 18 12  conf  0.6372
18  r  41 15 43 31 16  conf  0.5241
16  r  41 15 43 31 18  conf  0.5305
31  r  41 15 43 16 18  conf  0.5386
43  r  41 15 31 16 18  conf  0.603
15  r  41 43 31 16 18  conf  0.6401
41  r  15 43 31 16 18  conf  0.6374
16  r  41 15 43 31  conf  0.5322
31  r  41 15 43 16  conf  0.5399
43  r  41 15 31 16  conf  0.6043
15  r  41 43 31 16  conf  0.6414
41  r  15 43 31 16  conf  0.6387
31  r  41 15 43  conf  0.5491
43  r  41 15 31  conf  0.6139
15  r  41 43 31  conf  0.652
41  r  15 43 31  conf  0.6493
21  r  41 15 43 17  conf  0.549
43  r  41 15 21 17  conf  0.5657
15  r  41 43 21 17  conf  0.6004
41  r  15 43 21 17  conf  0.61
21  r  41 15 43 12 17  conf  0.5482
43  r  41 15 21 12 17  conf  0.5648
15  r  41 43 21 12 17  conf  0.5996
41  r  15 43 21 12 17  conf  0.6089
21  r  41 15 43 12  conf  0.5482
43  r  41 15 21 12  conf  0.5649
15  r  41 43 21 12  conf  0.5997
41  r  15 43 21 12  conf  0.6089
21  r  41 15 43 18 17  conf  0.5472
43  r  41 15 21 18 17  conf  0.5638
15  r  41 43 21 18 17  conf  0.5986
41  r  15 43 21 18 17  conf  0.6079
21  r  41 15 43 18 12 17  conf  0.5471
43  r  41 15 21 18 12 17  conf  0.5636
15  r  41 43 21 18 12 17  conf  0.5984
41  r  15 43 21 18 12 17  conf  0.6076
21  r  41 15 43 18 12  conf  0.5471
43  r  41 15 21 18 12  conf  0.5637
15  r  41 43 21 18 12  conf  0.5985
41  r  15 43 21 18 12  conf  0.6077
21  r  41 15 43 18  conf  0.5473
43  r  41 15 21 18  conf  0.5639
15  r  41 43 21 18  conf  0.5987
41  r  15 43 21 18  conf  0.608
21  r  41 15 43 16 17  conf  0.5398
43  r  41 15 21 16 17  conf  0.5557
15  r  41 43 21 16 17  conf  0.5891
41  r  15 43 21 16 17  conf  0.5974
21  r  41 15 43 16 12 17  conf  0.5396
43  r  41 15 21 16 12 17  conf  0.5554
15  r  41 43 21 16 12 17  conf  0.5889
41  r  15 43 21 16 12 17  conf  0.5969
21  r  41 15 43 16 12  conf  0.5396
43  r  41 15 21 16 12  conf  0.5555
15  r  41 43 21 16 12  conf  0.5889
41  r  15 43 21 16 12  conf  0.597
21  r  41 15 43 16 18 17  conf  0.5386
43  r  41 15 21 16 18 17  conf  0.5544
15  r  41 43 21 16 18 17  conf  0.5878
41  r  15 43 21 16 18 17  conf  0.596
21  r  41 15 43 16 18 12 17  conf  0.5385
43  r  41 15 21 16 18 12 17  conf  0.5542
15  r  41 43 21 16 18 12 17  conf  0.5876
41  r  15 43 21 16 18 12 17  conf  0.5957
21  r  41 15 43 16 18 12  conf  0.5385
43  r  41 15 21 16 18 12  conf  0.5543
15  r  41 43 21 16 18 12  conf  0.5877
41  r  15 43 21 16 18 12  conf  0.5958
21  r  41 15 43 16 18  conf  0.5386
43  r  41 15 21 16 18  conf  0.5544
15  r  41 43 21 16 18  conf  0.5879
41  r  15 43 21 16 18  conf  0.5961
21  r  41 15 43 16  conf  0.5399
43  r  41 15 21 16  conf  0.5557
15  r  41 43 21 16  conf  0.5892
41  r  15 43 21 16  conf  0.5975
21  r  41 15 43 31 17  conf  0.5322
43  r  41 15 21 31 17  conf  0.5507
15  r  41 43 21 31 17  conf  0.5832
41  r  15 43 21 31 17  conf  0.579
21  r  41 15 43 31 12 17  conf  0.5314
43  r  41 15 21 31 12 17  conf  0.5499
15  r  41 43 21 31 12 17  conf  0.5824
41  r  15 43 21 31 12 17  conf  0.5781
21  r  41 15 43 31 12  conf  0.5314
43  r  41 15 21 31 12  conf  0.55
15  r  41 43 21 31 12  conf  0.5825
41  r  15 43 21 31 12  conf  0.5782
21  r  41 15 43 31 18 17  conf  0.5304
43  r  41 15 21 31 18 17  conf  0.549
15  r  41 43 21 31 18 17  conf  0.5815
41  r  15 43 21 31 18 17  conf  0.5772
21  r  41 15 43 31 18 12 17  conf  0.5303
43  r  41 15 21 31 18 12 17  conf  0.5488
15  r  41 43 21 31 18 12 17  conf  0.5813
41  r  15 43 21 31 18 12 17  conf  0.577
21  r  41 15 43 31 18 12  conf  0.5304
43  r  41 15 21 31 18 12  conf  0.5489
15  r  41 43 21 31 18 12  conf  0.5813
41  r  15 43 21 31 18 12  conf  0.5771
21  r  41 15 43 31 18  conf  0.5305
43  r  41 15 21 31 18  conf  0.549
15  r  41 43 21 31 18  conf  0.5815
41  r  15 43 21 31 18  conf  0.5773
21  r  41 15 43 31 16 17  conf  0.5241
43  r  41 15 21 31 16 17  conf  0.5418
15  r  41 43 21 31 16 17  conf  0.5732
41  r  15 43 21 31 16 17  conf  0.5694
21  r  41 15 43 31 16 12 17  conf  0.5238
43  r  41 15 21 31 16 12 17  conf  0.5416
15  r  41 43 21 31 16 12 17  conf  0.5729
41  r  15 43 21 31 16 12 17  conf  0.5691
21  r  41 15 43 31 16 12  conf  0.5239
43  r  41 15 21 31 16 12  conf  0.5417
15  r  41 43 21 31 16 12  conf  0.573
41  r  15 43 21 31 16 12  conf  0.5691
21  r  41 15 43 31 16 18 17  conf  0.5229
43  r  41 15 21 31 16 18 17  conf  0.5406
15  r  41 43 21 31 16 18 17  conf  0.572
41  r  15 43 21 31 16 18 17  conf  0.5682
21  r  41 15 43 31 16 18 12 17  conf  0.5228
43  r  41 15 21 31 16 18 12 17  conf  0.5405
15  r  41 43 21 31 16 18 12 17  conf  0.5718
41  r  15 43 21 31 16 18 12 17  conf  0.568
21  r  41 15 43 31 16 18 12  conf  0.5229
43  r  41 15 21 31 16 18 12  conf  0.5406
15  r  41 43 21 31 16 18 12  conf  0.5719
41  r  15 43 21 31 16 18 12  conf  0.5681
21  r  41 15 43 31 16 18  conf  0.523
43  r  41 15 21 31 16 18  conf  0.5407
15  r  41 43 21 31 16 18  conf  0.5721
41  r  15 43 21 31 16 18  conf  0.5683
21  r  41 15 43 31 16  conf  0.5241
43  r  41 15 21 31 16  conf  0.5419
15  r  41 43 21 31 16  conf  0.5733
41  r  15 43 21 31 16  conf  0.5695
21  r  41 15 43 31  conf  0.5322
43  r  41 15 21 31  conf  0.5508
15  r  41 43 21 31  conf  0.5832
41  r  15 43 21 31  conf  0.5791
21  r  41 15 43  conf  0.5491
43  r  41 15 21  conf  0.5657
15  r  41 43 21  conf  0.6005
41  r  15 43 21  conf  0.6101
29  r  41 15 43 17  conf  0.549
43  r  41 15 29 17  conf  0.5619
15  r  41 43 29 17  conf  0.5998
41  r  15 43 29 17  conf  0.6013
29  r  41 15 43 12 17  conf  0.5482
43  r  41 15 29 12 17  conf  0.561
15  r  41 43 29 12 17  conf  0.5991
41  r  15 43 29 12 17  conf  0.6002
29  r  41 15 43 12  conf  0.5482
43  r  41 15 29 12  conf  0.5611
15  r  41 43 29 12  conf  0.5991
41  r  15 43 29 12  conf  0.6003
29  r  41 15 43 18 17  conf  0.5472
43  r  41 15 29 18 17  conf  0.56
15  r  41 43 29 18 17  conf  0.598
41  r  15 43 29 18 17  conf  0.5992
29  r  41 15 43 18 12 17  conf  0.5471
43  r  41 15 29 18 12 17  conf  0.5598
15  r  41 43 29 18 12 17  conf  0.5978
41  r  15 43 29 18 12 17  conf  0.5989
29  r  41 15 43 18 12  conf  0.5471
43  r  41 15 29 18 12  conf  0.5599
15  r  41 43 29 18 12  conf  0.5979
41  r  15 43 29 18 12  conf  0.599
29  r  41 15 43 18  conf  0.5473
43  r  41 15 29 18  conf  0.56
15  r  41 43 29 18  conf  0.5981
41  r  15 43 29 18  conf  0.5993
29  r  41 15 43 16 17  conf  0.5398
43  r  41 15 29 16 17  conf  0.5515
15  r  41 43 29 16 17  conf  0.5883
41  r  15 43 29 16 17  conf  0.5884
29  r  41 15 43 16 12 17  conf  0.5396
43  r  41 15 29 16 12 17  conf  0.5512
15  r  41 43 29 16 12 17  conf  0.588
41  r  15 43 29 16 12 17  conf  0.588
29  r  41 15 43 16 12  conf  0.5396
43  r  41 15 29 16 12  conf  0.5513
15  r  41 43 29 16 12  conf  0.588
41  r  15 43 29 16 12  conf  0.5881
29  r  41 15 43 16 18 17  conf  0.5386
43  r  41 15 29 16 18 17  conf  0.5501
15  r  41 43 29 16 18 17  conf  0.5869
41  r  15 43 29 16 18 17  conf  0.587
29  r  41 15 43 16 18 12 17  conf  0.5385
43  r  41 15 29 16 18 12 17  conf  0.55
15  r  41 43 29 16 18 12 17  conf  0.5867
41  r  15 43 29 16 18 12 17  conf  0.5867
29  r  41 15 43 16 18 12  conf  0.5385
43  r  41 15 29 16 18 12  conf  0.5501
15  r  41 43 29 16 18 12  conf  0.5868
41  r  15 43 29 16 18 12  conf  0.5868
29  r  41 15 43 16 18  conf  0.5386
43  r  41 15 29 16 18  conf  0.5502
15  r  41 43 29 16 18  conf  0.587
41  r  15 43 29 16 18  conf  0.5871
29  r  41 15 43 16  conf  0.5399
43  r  41 15 29 16  conf  0.5515
15  r  41 43 29 16  conf  0.5883
41  r  15 43 29 16  conf  0.5885
29  r  41 15 43 31 17  conf  0.5322
43  r  41 15 29 31 17  conf  0.545
15  r  41 43 29 31 17  conf  0.5799
41  r  15 43 29 31 17  conf  0.5685
29  r  41 15 43 31 12 17  conf  0.5314
43  r  41 15 29 31 12 17  conf  0.5442
15  r  41 43 29 31 12 17  conf  0.5791
41  r  15 43 29 31 12 17  conf  0.5676
29  r  41 15 43 31 12  conf  0.5314
43  r  41 15 29 31 12  conf  0.5442
15  r  41 43 29 31 12  conf  0.5792
41  r  15 43 29 31 12  conf  0.5676
29  r  41 15 43 31 18 17  conf  0.5304
43  r  41 15 29 31 18 17  conf  0.5432
15  r  41 43 29 31 18 17  conf  0.5782
41  r  15 43 29 31 18 17  conf  0.5666
29  r  41 15 43 31 18 12 17  conf  0.5303
43  r  41 15 29 31 18 12 17  conf  0.543
15  r  41 43 29 31 18 12 17  conf  0.578
41  r  15 43 29 31 18 12 17  conf  0.5664
29  r  41 15 43 31 18 12  conf  0.5304
43  r  41 15 29 31 18 12  conf  0.5431
15  r  41 43 29 31 18 12  conf  0.5781
41  r  15 43 29 31 18 12  conf  0.5665
29  r  41 15 43 31 18  conf  0.5305
43  r  41 15 29 31 18  conf  0.5432
15  r  41 43 29 31 18  conf  0.5782
41  r  15 43 29 31 18  conf  0.5667
29  r  41 15 43 31 16 17  conf  0.5241
43  r  41 15 29 31 16 17  conf  0.5358
15  r  41 43 29 31 16 17  conf  0.5697
41  r  15 43 29 31 16 17  conf  0.5586
29  r  41 15 43 31 16 12 17  conf  0.5238
43  r  41 15 29 31 16 12 17  conf  0.5355
15  r  41 43 29 31 16 12 17  conf  0.5695
41  r  15 43 29 31 16 12 17  conf  0.5583
29  r  41 15 43 31 16 12  conf  0.5239
43  r  41 15 29 31 16 12  conf  0.5356
15  r  41 43 29 31 16 12  conf  0.5695
41  r  15 43 29 31 16 12  conf  0.5584
29  r  41 15 43 31 16 18 17  conf  0.5229
43  r  41 15 29 31 16 18 17  conf  0.5345
15  r  41 43 29 31 16 18 17  conf  0.5685
41  r  15 43 29 31 16 18 17  conf  0.5574
29  r  41 15 43 31 16 18 12 17  conf  0.5228
43  r  41 15 29 31 16 18 12 17  conf  0.5344
15  r  41 43 29 31 16 18 12 17  conf  0.5683
41  r  15 43 29 31 16 18 12 17  conf  0.5572
29  r  41 15 43 31 16 18 12  conf  0.5229
43  r  41 15 29 31 16 18 12  conf  0.5345
15  r  41 43 29 31 16 18 12  conf  0.5684
41  r  15 43 29 31 16 18 12  conf  0.5573
29  r  41 15 43 31 16 18  conf  0.523
43  r  41 15 29 31 16 18  conf  0.5346
15  r  41 43 29 31 16 18  conf  0.5686
41  r  15 43 29 31 16 18  conf  0.5574
29  r  41 15 43 31 16  conf  0.5241
43  r  41 15 29 31 16  conf  0.5359
15  r  41 43 29 31 16  conf  0.5698
41  r  15 43 29 31 16  conf  0.5587
29  r  41 15 43 31  conf  0.5322
43  r  41 15 29 31  conf  0.545
15  r  41 43 29 31  conf  0.5799
41  r  15 43 29 31  conf  0.5685
43  r  41 15 29 21 17  conf  0.5075
15  r  41 43 29 21 17  conf  0.5398
41  r  15 43 29 21 17  conf  0.5402
43  r  41 15 29 21 12 17  conf  0.5067
15  r  41 43 29 21 12 17  conf  0.5391
41  r  15 43 29 21 12 17  conf  0.5392
43  r  41 15 29 21 12  conf  0.5068
15  r  41 43 29 21 12  conf  0.5391
41  r  15 43 29 21 12  conf  0.5392
43  r  41 15 29 21 18 17  conf  0.5057
15  r  41 43 29 21 18 17  conf  0.5381
41  r  15 43 29 21 18 17  conf  0.5383
43  r  41 15 29 21 18 12 17  conf  0.5056
15  r  41 43 29 21 18 12 17  conf  0.5379
41  r  15 43 29 21 18 12 17  conf  0.538
43  r  41 15 29 21 18 12  conf  0.5057
15  r  41 43 29 21 18 12  conf  0.538
41  r  15 43 29 21 18 12  conf  0.5381
43  r  41 15 29 21 18  conf  0.5058
15  r  41 43 29 21 18  conf  0.5381
41  r  15 43 29 21 18  conf  0.5383
15  r  41 43 29 21 16 17  conf  0.529
41  r  15 43 29 21 16 17  conf  0.5285
15  r  41 43 29 21 16 12 17  conf  0.5288
41  r  15 43 29 21 16 12 17  conf  0.5281
15  r  41 43 29 21 16 12  conf  0.5288
41  r  15 43 29 21 16 12  conf  0.5282
15  r  41 43 29 21 16 18 17  conf  0.5278
41  r  15 43 29 21 16 18 17  conf  0.5272
15  r  41 43 29 21 16 18 12 17  conf  0.5276
41  r  15 43 29 21 16 18 12 17  conf  0.5269
15  r  41 43 29 21 16 18 12  conf  0.5277
41  r  15 43 29 21 16 18 12  conf  0.527
15  r  41 43 29 21 16 18  conf  0.5279
41  r  15 43 29 21 16 18  conf  0.5272
15  r  41 43 29 21 16  conf  0.5291
41  r  15 43 29 21 16  conf  0.5285
15  r  41 43 29 21 31 17  conf  0.5244
41  r  15 43 29 21 31 17  conf  0.5128
15  r  41 43 29 21 31 12 17  conf  0.5237
41  r  15 43 29 21 31 12 17  conf  0.512
15  r  41 43 29 21 31 12  conf  0.5237
41  r  15 43 29 21 31 12  conf  0.512
15  r  41 43 29 21 31 18 17  conf  0.5228
41  r  15 43 29 21 31 18 17  conf  0.5112
15  r  41 43 29 21 31 18 12 17  conf  0.5226
41  r  15 43 29 21 31 18 12 17  conf  0.511
15  r  41 43 29 21 31 18 12  conf  0.5227
41  r  15 43 29 21 31 18 12  conf  0.511
15  r  41 43 29 21 31 18  conf  0.5228
41  r  15 43 29 21 31 18  conf  0.5112
15  r  41 43 29 21 31 16 17  conf  0.5148
41  r  15 43 29 21 31 16 17  conf  0.5037
15  r  41 43 29 21 31 16 12 17  conf  0.5146
41  r  15 43 29 21 31 16 12 17  conf  0.5034
15  r  41 43 29 21 31 16 12  conf  0.5146
41  r  15 43 29 21 31 16 12  conf  0.5035
15  r  41 43 29 21 31 16 18 17  conf  0.5137
41  r  15 43 29 21 31 16 18 17  conf  0.5026
15  r  41 43 29 21 31 16 18 12 17  conf  0.5135
41  r  15 43 29 21 31 16 18 12 17  conf  0.5024
15  r  41 43 29 21 31 16 18 12  conf  0.5136
41  r  15 43 29 21 31 16 18 12  conf  0.5025
15  r  41 43 29 21 31 16 18  conf  0.5138
41  r  15 43 29 21 31 16 18  conf  0.5027
15  r  41 43 29 21 31 16  conf  0.5149
41  r  15 43 29 21 31 16  conf  0.5038
15  r  41 43 29 21 31  conf  0.5244
41  r  15 43 29 21 31  conf  0.5129
43  r  41 15 29 21  conf  0.5076
15  r  41 43 29 21  conf  0.5398
41  r  15 43 29 21  conf  0.5402
29  r  41 15 43  conf  0.5491
43  r  41 15 29  conf  0.562
15  r  41 43 29  conf  0.5999
41  r  15 43 29  conf  0.6014
43  r  41 15  conf  0.6336
15  r  41 43  conf  0.675
17  r  41 15 27  conf  0.541
27  r  41 15 17  conf  0.6336
15  r  41 27 17  conf  0.6571
17  r  41 15 27 12  conf  0.5402
12  r  41 15 27 17  conf  0.5409
27  r  41 15 12 17  conf  0.6326
15  r  41 27 12 17  conf  0.6562
12  r  41 15 27  conf  0.541
27  r  41 15 12  conf  0.6327
15  r  41 27 12  conf  0.6563
17  r  41 15 27 18  conf  0.5393
18  r  41 15 27 17  conf  0.5409
27  r  41 15 18 17  conf  0.6315
15  r  41 27 18 17  conf  0.6552
17  r  41 15 27 18 12  conf  0.5392
12  r  41 15 27 18 17  conf  0.5393
18  r  41 15 27 12 17  conf  0.5402
27  r  41 15 18 12 17  conf  0.6313
15  r  41 27 18 12 17  conf  0.655
12  r  41 15 27 18  conf  0.5393
18  r  41 15 27 12  conf  0.5402
27  r  41 15 18 12  conf  0.6314
15  r  41 27 18 12  conf  0.6551
18  r  41 15 27  conf  0.541
27  r  41 15 18  conf  0.6315
15  r  41 27 18  conf  0.6553
17  r  41 15 27 16  conf  0.5328
16  r  41 15 27 17  conf  0.5409
27  r  41 15 16 17  conf  0.6225
15  r  41 27 16 17  conf  0.6454
41  r  15 27 16 17  conf  0.6648
17  r  41 15 27 16 12  conf  0.5326
12  r  41 15 27 16 17  conf  0.5328
16  r  41 15 27 12 17  conf  0.5402
27  r  41 15 16 12 17  conf  0.6222
15  r  41 27 16 12 17  conf  0.6451
41  r  15 27 16 12 17  conf  0.6644
12  r  41 15 27 16  conf  0.5328
16  r  41 15 27 12  conf  0.5402
27  r  41 15 16 12  conf  0.6223
15  r  41 27 16 12  conf  0.6452
41  r  15 27 16 12  conf  0.6645
17  r  41 15 27 16 18  conf  0.5318
18  r  41 15 27 16 17  conf  0.5328
16  r  41 15 27 18 17  conf  0.5393
27  r  41 15 16 18 17  conf  0.6211
15  r  41 27 16 18 17  conf  0.6441
41  r  15 27 16 18 17  conf  0.6634
17  r  41 15 27 16 18 12  conf  0.5317
12  r  41 15 27 16 18 17  conf  0.5317
18  r  41 15 27 16 12 17  conf  0.5326
16  r  41 15 27 18 12 17  conf  0.5392
27  r  41 15 16 18 12 17  conf  0.6209
15  r  41 27 16 18 12 17  conf  0.6439
41  r  15 27 16 18 12 17  conf  0.6631
12  r  41 15 27 16 18  conf  0.5318
18  r  41 15 27 16 12  conf  0.5326
16  r  41 15 27 18 12  conf  0.5392
27  r  41 15 16 18 12  conf  0.621
15  r  41 27 16 18 12  conf  0.644
41  r  15 27 16 18 12  conf  0.6632
18  r  41 15 27 16  conf  0.5328
16  r  41 15 27 18  conf  0.5393
27  r  41 15 16 18  conf  0.6212
15  r  41 27 16 18  conf  0.6442
41  r  15 27 16 18  conf  0.6634
16  r  41 15 27  conf  0.541
27  r  41 15 16  conf  0.6226
15  r  41 27 16  conf  0.6455
41  r  15 27 16  conf  0.6649
17  r  41 15 27 31  conf  0.526
31  r  41 15 27 17  conf  0.5409
27  r  41 15 31 17  conf  0.6139
15  r  41 27 31 17  conf  0.6368
41  r  15 27 31 17  conf  0.6416
17  r  41 15 27 31 12  conf  0.5252
12  r  41 15 27 31 17  conf  0.5259
31  r  41 15 27 12 17  conf  0.5402
27  r  41 15 31 12 17  conf  0.613
15  r  41 27 31 12 17  conf  0.636
41  r  15 27 31 12 17  conf  0.6406
12  r  41 15 27 31  conf  0.526
31  r  41 15 27 12  conf  0.5402
27  r  41 15 31 12  conf  0.613
15  r  41 27 31 12  conf  0.6361
41  r  15 27 31 12  conf  0.6407
17  r  41 15 27 31 18  conf  0.5244
18  r  41 15 27 31 17  conf  0.5259
31  r  41 15 27 18 17  conf  0.5393
27  r  41 15 31 18 17  conf  0.6119
15  r  41 27 31 18 17  conf  0.6351
41  r  15 27 31 18 17  conf  0.6397
17  r  41 15 27 31 18 12  conf  0.5243
12  r  41 15 27 31 18 17  conf  0.5244
18  r  41 15 27 31 12 17  conf  0.5252
31  r  41 15 27 18 12 17  conf  0.5392
27  r  41 15 31 18 12 17  conf  0.6118
15  r  41 27 31 18 12 17  conf  0.6349
41  r  15 27 31 18 12 17  conf  0.6395
12  r  41 15 27 31 18  conf  0.5244
18  r  41 15 27 31 12  conf  0.5252
31  r  41 15 27 18 12  conf  0.5392
27  r  41 15 31 18 12  conf  0.6118
15  r  41 27 31 18 12  conf  0.635
41  r  15 27 31 18 12  conf  0.6396
18  r  41 15 27 31  conf  0.526
31  r  41 15 27 18  conf  0.5393
27  r  41 15 31 18  conf  0.612
15  r  41 27 31 18  conf  0.6351
41  r  15 27 31 18  conf  0.6398
17  r  41 15 27 31 16  conf  0.5188
16  r  41 15 27 31 17  conf  0.5259
31  r  41 15 27 16 17  conf  0.5328
27  r  41 15 31 16 17  conf  0.6043
15  r  41 27 31 16 17  conf  0.6267
41  r  15 27 31 16 17  conf  0.6321
17  r  41 15 27 31 16 12  conf  0.5187
12  r  41 15 27 31 16 17  conf  0.5188
16  r  41 15 27 31 12 17  conf  0.5252
31  r  41 15 27 16 12 17  conf  0.5326
27  r  41 15 31 16 12 17  conf  0.604
15  r  41 27 31 16 12 17  conf  0.6264
41  r  15 27 31 16 12 17  conf  0.6318
12  r  41 15 27 31 16  conf  0.5188
16  r  41 15 27 31 12  conf  0.5252
31  r  41 15 27 16 12  conf  0.5326
27  r  41 15 31 16 12  conf  0.604
15  r  41 27 31 16 12  conf  0.6265
41  r  15 27 31 16 12  conf  0.6319
17  r  41 15 27 31 16 18  conf  0.5178
18  r  41 15 27 31 16 17  conf  0.5188
16  r  41 15 27 31 18 17  conf  0.5244
31  r  41 15 27 16 18 17  conf  0.5317
27  r  41 15 31 16 18 17  conf  0.6029
15  r  41 27 31 16 18 17  conf  0.6255
41  r  15 27 31 16 18 17  conf  0.6309
17  r  41 15 27 31 16 18 12  conf  0.5177
12  r  41 15 27 31 16 18 17  conf  0.5178
18  r  41 15 27 31 16 12 17  conf  0.5186
16  r  41 15 27 31 18 12 17  conf  0.5243
31  r  41 15 27 16 18 12 17  conf  0.5316
27  r  41 15 31 16 18 12 17  conf  0.6028
15  r  41 27 31 16 18 12 17  conf  0.6253
41  r  15 27 31 16 18 12 17  conf  0.6307
12  r  41 15 27 31 16 18  conf  0.5178
18  r  41 15 27 31 16 12  conf  0.5187
16  r  41 15 27 31 18 12  conf  0.5243
31  r  41 15 27 16 18 12  conf  0.5317
27  r  41 15 31 16 18 12  conf  0.6028
15  r  41 27 31 16 18 12  conf  0.6254
41  r  15 27 31 16 18 12  conf  0.6308
18  r  41 15 27 31 16  conf  0.5188
16  r  41 15 27 31 18  conf  0.5244
31  r  41 15 27 16 18  conf  0.5318
27  r  41 15 31 16 18  conf  0.603
15  r  41 27 31 16 18  conf  0.6255
41  r  15 27 31 16 18  conf  0.631
16  r  41 15 27 31  conf  0.526
31  r  41 15 27 16  conf  0.5328
27  r  41 15 31 16  conf  0.6043
15  r  41 27 31 16  conf  0.6267
41  r  15 27 31 16  conf  0.6322
31  r  41 15 27  conf  0.541
27  r  41 15 31  conf  0.6139
15  r  41 27 31  conf  0.6369
41  r  15 27 31  conf  0.6417
17  r  41 15 27 21  conf  0.5189
21  r  41 15 27 17  conf  0.5409
27  r  41 15 21 17  conf  0.5657
15  r  41 27 21 17  conf  0.6313
17  r  41 15 27 21 12  conf  0.5181
12  r  41 15 27 21 17  conf  0.5188
21  r  41 15 27 12 17  conf  0.5402
27  r  41 15 21 12 17  conf  0.5648
15  r  41 27 21 12 17  conf  0.6305
12  r  41 15 27 21  conf  0.5189
21  r  41 15 27 12  conf  0.5402
27  r  41 15 21 12  conf  0.5649
15  r  41 27 21 12  conf  0.6305
17  r  41 15 27 21 18  conf  0.5173
18  r  41 15 27 21 17  conf  0.5188
21  r  41 15 27 18 17  conf  0.5393
27  r  41 15 21 18 17  conf  0.5638
15  r  41 27 21 18 17  conf  0.6295
17  r  41 15 27 21 18 12  conf  0.5172
12  r  41 15 27 21 18 17  conf  0.5172
18  r  41 15 27 21 12 17  conf  0.5181
21  r  41 15 27 18 12 17  conf  0.5392
27  r  41 15 21 18 12 17  conf  0.5636
15  r  41 27 21 18 12 17  conf  0.6293
12  r  41 15 27 21 18  conf  0.5173
18  r  41 15 27 21 12  conf  0.5181
21  r  41 15 27 18 12  conf  0.5392
27  r  41 15 21 18 12  conf  0.5637
15  r  41 27 21 18 12  conf  0.6294
18  r  41 15 27 21  conf  0.5189
21  r  41 15 27 18  conf  0.5393
27  r  41 15 21 18  conf  0.5639
15  r  41 27 21 18  conf  0.6296
17  r  41 15 27 21 16  conf  0.511
16  r  41 15 27 21 17  conf  0.5188
21  r  41 15 27 16 17  conf  0.5328
27  r  41 15 21 16 17  conf  0.5557
15  r  41 27 21 16 17  conf  0.62
41  r  15 27 21 16 17  conf  0.6369
17  r  41 15 27 21 16 12  conf  0.5108
12  r  41 15 27 21 16 17  conf  0.5109
16  r  41 15 27 21 12 17  conf  0.5181
21  r  41 15 27 16 12 17  conf  0.5326
27  r  41 15 21 16 12 17  conf  0.5554
15  r  41 27 21 16 12 17  conf  0.6197
41  r  15 27 21 16 12 17  conf  0.6366
12  r  41 15 27 21 16  conf  0.511
16  r  41 15 27 21 12  conf  0.5181
21  r  41 15 27 16 12  conf  0.5326
27  r  41 15 21 16 12  conf  0.5555
15  r  41 27 21 16 12  conf  0.6198
41  r  15 27 21 16 12  conf  0.6366
17  r  41 15 27 21 16 18  conf  0.51
18  r  41 15 27 21 16 17  conf  0.5109
16  r  41 15 27 21 18 17  conf  0.5172
21  r  41 15 27 16 18 17  conf  0.5317
27  r  41 15 21 16 18 17  conf  0.5544
15  r  41 27 21 16 18 17  conf  0.6187
41  r  15 27 21 16 18 17  conf  0.6356
17  r  41 15 27 21 16 18 12  conf  0.5099
12  r  41 15 27 21 16 18 17  conf  0.5099
18  r  41 15 27 21 16 12 17  conf  0.5107
16  r  41 15 27 21 18 12 17  conf  0.5171
21  r  41 15 27 16 18 12 17  conf  0.5316
27  r  41 15 21 16 18 12 17  conf  0.5542
15  r  41 27 21 16 18 12 17  conf  0.6186
41  r  15 27 21 16 18 12 17  conf  0.6354
12  r  41 15 27 21 16 18  conf  0.51
18  r  41 15 27 21 16 12  conf  0.5108
16  r  41 15 27 21 18 12  conf  0.5172
21  r  41 15 27 16 18 12  conf  0.5317
27  r  41 15 21 16 18 12  conf  0.5543
15  r  41 27 21 16 18 12  conf  0.6186
41  r  15 27 21 16 18 12  conf  0.6354
18  r  41 15 27 21 16  conf  0.511
16  r  41 15 27 21 18  conf  0.5173
21  r  41 15 27 16 18  conf  0.5318
27  r  41 15 21 16 18  conf  0.5544
15  r  41 27 21 16 18  conf  0.6188
41  r  15 27 21 16 18  conf  0.6357
16  r  41 15 27 21  conf  0.5189
21  r  41 15 27 16  conf  0.5328
27  r  41 15 21 16  conf  0.5557
15  r  41 27 21 16  conf  0.62
41  r  15 27 21 16  conf  0.637
17  r  41 15 27 21 31  conf  0.5055
31  r  41 15 27 21 17  conf  0.5188
21  r  41 15 27 31 17  conf  0.5259
27  r  41 15 21 31 17  conf  0.5507
