0.5698
17  r    conf  1.0
43  r  15 21 16 18 12 17  conf  0.697
15  r  43 21 16 18 12 17  conf  0.7409
16  r  15 43 21 18 12  conf  0.6077
21  r  15 43 16 18 12  conf  0.6712
43  r  15 21 16 18 12  conf  0.6971
15  r  43 21 16 18 12  conf  0.7409
16  r  15 43 21 18  conf  0.608
21  r  15 43 16 18  conf  0.6714
43  r  15 21 16 18  conf  0.6974
15  r  43 21 16 18  conf  0.7413
16  r  15 43 21  conf  0.6101
21  r  15 43 16  conf  0.673
43  r  15 21 16  conf  0.6991
15  r  43 21 16  conf  0.743
31  r  15 43 21 17  conf  0.61
21  r  15 43 31 17  conf  0.6492
43  r  15 21 31 17  conf  0.677
15  r  43 21 31 17  conf  0.7155
31  r  15 43 21 12 17  conf  0.6089
21  r  15 43 31 12 17  conf  0.6481
43  r  15 21 31 12 17  conf  0.6759
15  r  43 21 31 12 17  conf  0.7144
31  r  15 43 21 12  conf  0.6089
21  r  15 43 31 12  conf  0.6482
43  r  15 21 31 12  conf  0.6759
15  r  43 21 31 12  conf  0.7145
31  r  15 43 21 18 17  conf  0.6079
21  r  15 43 31 18 17  conf  0.6472
43  r  15 21 31 18 17  conf  0.6748
15  r  43 21 31 18 17  conf  0.7135
31  r  15 43 21 18 12 17  conf  0.6076
21  r  15 43 31 18 12 17  conf  0.6469
43  r  15 21 31 18 12 17  conf  0.6746
15  r  43 21 31 18 12 17  conf  0.7132
31  r  15 43 21 18 12  conf  0.6077
21  r  15 43 31 18 12  conf  0.647
43  r  15 21 31 18 12  conf  0.6746
15  r  43 21 31 18 12  conf  0.7132
31  r  15 43 21 18  conf  0.608
21  r  15 43 31 18  conf  0.6472
43  r  15 21 31 18  conf  0.6749
15  r  43 21 31 18  conf  0.7136
21  r  15 43 31 16 17  conf  0.6387
43  r  15 21 31 16 17  conf  0.6652
15  r  43 21 31 16 17  conf  0.7028
21  r  15 43 31 16 12 17  conf  0.6383
43  r  15 21 31 16 12 17  conf  0.6648
15  r  43 21 31 16 12 17  conf  0.7023
21  r  15 43 31 16 12  conf  0.6384
43  r  15 21 31 16 12  conf  0.6649
15  r  43 21 31 16 12  conf  0.7024
21  r  15 43 31 16 18 17  conf  0.6373
43  r  15 21 31 16 18 17  conf  0.6637
15  r  43 21 31 16 18 17  conf  0.7014
21  r  15 43 31 16 18 12 17  conf  0.6371
43  r  15 21 31 16 18 12 17  conf  0.6635
15  r  43 21 31 16 18 12 17  conf  0.7011
21  r  15 43 31 16 18 12  conf  0.6372
43  r  15 21 31 16 18 12  conf  0.6636
15  r  43 21 31 16 18 12  conf  0.7011
21  r  15 43 31 16 18  conf  0.6374
43  r  15 21 31 16 18  conf  0.6638
15  r  43 21 31 16 18  conf  0.7015
21  r  15 43 31 16  conf  0.6387
43  r  15 21 31 16  conf  0.6653
15  r  43 21 31 16  conf  0.7029
31  r  15 43 21  conf  0.6101
21  r  15 43 31  conf  0.6493
43  r  15 21 31  conf  0.677
15  r  43 21 31  conf  0.7156
21  r  15 43  conf  0.687
43  r  15 21  conf  0.7147
15  r  43 21  conf  0.7596
17  r  15 43 29  conf  0.6014
29  r  15 43 17  conf  0.6869
43  r  15 29 17  conf  0.7027
17  r  15 43 29 12  conf  0.6003
12  r  15 43 29 17  conf  0.6013
29  r  15 43 12 17  conf  0.6856
43  r  15 29 12 17  conf  0.7013
12  r  15 43 29  conf  0.6014
29  r  15 43 12  conf  0.6857
43  r  15 29 12  conf  0.7014
18  r  15 43 29 17  conf  0.6013
29  r  15 43 18 17  conf  0.6845
43  r  15 29 18 17  conf  0.7001
18  r  15 43 29 12 17  conf  0.6002
29  r  15 43 18 12 17  conf  0.6842
43  r  15 29 18 12 17  conf  0.6998
18  r  15 43 29 12  conf  0.6003
29  r  15 43 18 12  conf  0.6843
43  r  15 29 18 12  conf  0.6999
18  r  15 43 29  conf  0.6014
29  r  15 43 18  conf  0.6846
43  r  15 29 18  conf  0.7002
16  r  15 43 29 17  conf  0.6013
29  r  15 43 16 17  conf  0.6729
43  r  15 29 16 17  conf  0.6867
16  r  15 43 29 12 17  conf  0.6002
29  r  15 43 16 12 17  conf  0.6724
43  r  15 29 16 12 17  conf  0.6861
16  r  15 43 29 12  conf  0.6003
29  r  15 43 16 12  conf  0.6725
43  r  15 29 16 12  conf  0.6862
29  r  15 43 16 18 17  conf  0.6714
43  r  15 29 16 18 17  conf  0.6849
29  r  15 43 16 18 12 17  conf  0.6711
43  r  15 29 16 18 12 17  conf  0.6846
29  r  15 43 16 18 12  conf  0.6712
43  r  15 29 16 18 12  conf  0.6847
29  r  15 43 16 18  conf  0.6714
43  r  15 29 16 18  conf  0.685
16  r  15 43 29  conf  0.6014
29  r  15 43 16  conf  0.673
43  r  15 29 16  conf  0.6867
31  r  15 43 29 17  conf  0.6013
29  r  15 43 31 17  conf  0.6492
43  r  15 29 31 17  conf  0.663
15  r  43 29 31 17  conf  0.7057
31  r  15 43 29 12 17  conf  0.6002
29  r  15 43 31 12 17  conf  0.6481
43  r  15 29 31 12 17  conf  0.6619
15  r  43 29 31 12 17  conf  0.7047
31  r  15 43 29 12  conf  0.6003
29  r  15 43 31 12  conf  0.6482
43  r  15 29 31 12  conf  0.6619
15  r  43 29 31 12  conf  0.7048
29  r  15 43 31 18 17  conf  0.6472
43  r  15 29 31 18 17  conf  0.6608
15  r  43 29 31 18 17  conf  0.7037
29  r  15 43 31 18 12 17  conf  0.6469
43  r  15 29 31 18 12 17  conf  0.6605
15  r  43 29 31 18 12 17  conf  0.7034
29  r  15 43 31 18 12  conf  0.647
43  r  15 29 31 18 12  conf  0.6606
15  r  43 29 31 18 12  conf  0.7034
29  r  15 43 31 18  conf  0.6472
43  r  15 29 31 18  conf  0.6608
15  r  43 29 31 18  conf  0.7038
29  r  15 43 31 16 17  conf  0.6387
43  r  15 29 31 16 17  conf  0.6509
15  r  43 29 31 16 17  conf  0.6929
29  r  15 43 31 16 12 17  conf  0.6383
43  r  15 29 31 16 12 17  conf  0.6505
15  r  43 29 31 16 12 17  conf  0.6924
29  r  15 43 31 16 12  conf  0.6384
43  r  15 29 31 16 12  conf  0.6506
15  r  43 29 31 16 12  conf  0.6925
29  r  15 43 31 16 18 17  conf  0.6373
43  r  15 29 31 16 18 17  conf  0.6494
15  r  43 29 31 16 18 17  conf  0.6914
29  r  15 43 31 16 18 12 17  conf  0.6371
43  r  15 29 31 16 18 12 17  conf  0.6492
15  r  43 29 31 16 18 12 17  conf  0.6911
29  r  15 43 31 16 18 12  conf  0.6372
43  r  15 29 31 16 18 12  conf  0.6493
15  r  43 29 31 16 18 12  conf  0.6912
29  r  15 43 31 16 18  conf  0.6374
43  r  15 29 31 16 18  conf  0.6495
15  r  43 29 31 16 18  conf  0.6915
29  r  15 43 31 16  conf  0.6387
43  r  15 29 31 16  conf  0.651
15  r  43 29 31 16  conf  0.6929
31  r  15 43 29  conf  0.6014
29  r  15 43 31  conf  0.6493
43  r  15 29 31  conf  0.663
15  r  43 29 31  conf  0.7058
21  r  15 43 29 17  conf  0.6013
29  r  15 43 21 17  conf  0.61
43  r  15 29 21 17  conf  0.6327
15  r  43 29 21 17  conf  0.6749
21  r  15 43 29 12 17  conf  0.6002
29  r  15 43 21 12 17  conf  0.6089
43  r  15 29 21 12 17  conf  0.6315
15  r  43 29 21 12 17  conf  0.6738
21  r  15 43 29 12  conf  0.6003
29  r  15 43 21 12  conf  0.6089
43  r  15 29 21 12  conf  0.6316
15  r  43 29 21 12  conf  0.6739
29  r  15 43 21 18 17  conf  0.6079
43  r  15 29 21 18 17  conf  0.6304
15  r  43 29 21 18 17  conf  0.6728
29  r  15 43 21 18 12 17  conf  0.6076
43  r  15 29 21 18 12 17  conf  0.6301
15  r  43 29 21 18 12 17  conf  0.6724
29  r  15 43 21 18 12  conf  0.6077
43  r  15 29 21 18 12  conf  0.6302
15  r  43 29 21 18 12  conf  0.6725
29  r  15 43 21 18  conf  0.608
43  r  15 29 21 18  conf  0.6304
15  r  43 29 21 18  conf  0.6728
43  r  15 29 21 16 17  conf  0.6181
15  r  43 29 21 16 17  conf  0.6594
43  r  15 29 21 16 12 17  conf  0.6177
15  r  43 29 21 16 12 17  conf  0.6589
43  r  15 29 21 16 12  conf  0.6178
15  r  43 29 21 16 12  conf  0.659
43  r  15 29 21 16 18 17  conf  0.6166
15  r  43 29 21 16 18 17  conf  0.6579
43  r  15 29 21 16 18 12 17  conf  0.6163
15  r  43 29 21 16 18 12 17  conf  0.6575
43  r  15 29 21 16 18 12  conf  0.6164
15  r  43 29 21 16 18 12  conf  0.6576
43  r  15 29 21 16 18  conf  0.6166
15  r  43 29 21 16 18  conf  0.658
43  r  15 29 21 16  conf  0.6182
15  r  43 29 21 16  conf  0.6595
15  r  43 29 21 31 17  conf  0.6357
15  r  43 29 21 31 12 17  conf  0.6348
15  r  43 29 21 31 12  conf  0.6348
15  r  43 29 21 31 18 17  conf  0.6339
15  r  43 29 21 31 18 12 17  conf  0.6336
15  r  43 29 21 31 18 12  conf  0.6336
15  r  43 29 21 31 18  conf  0.6339
15  r  43 29 21 31 16 17  conf  0.6237
15  r  43 29 21 31 16 12 17  conf  0.6233
15  r  43 29 21 31 16 12  conf  0.6234
15  r  43 29 21 31 16 18 17  conf  0.6224
15  r  43 29 21 31 16 18 12 17  conf  0.6222
15  r  43 29 21 31 16 18 12  conf  0.6222
15  r  43 29 21 31 16 18  conf  0.6225
15  r  43 29 21 31 16  conf  0.6238
15  r  43 29 21 31  conf  0.6358
21  r  15 43 29  conf  0.6014
29  r  15 43 21  conf  0.6101
43  r  15 29 21  conf  0.6327
15  r  43 29 21  conf  0.675
29  r  15 43  conf  0.687
43  r  15 29  conf  0.7028
43  r  15  conf  0.8023
15  r  43  conf  0.8566
17  r  15 27  conf  0.6778
27  r  15 17  conf  0.8022
15  r  27 17  conf  0.8349
17  r  15 27 12  conf  0.6766
12  r  15 27 17  conf  0.6777
27  r  15 12 17  conf  0.8007
15  r  27 12 17  conf  0.8335
12  r  15 27  conf  0.6778
27  r  15 12  conf  0.8007
15  r  27 12  conf  0.8336
17  r  15 27 18  conf  0.6756
18  r  15 27 17  conf  0.6777
27  r  15 18 17  conf  0.7993
15  r  27 18 17  conf  0.8324
17  r  15 27 18 12  conf  0.6753
12  r  15 27 18 17  conf  0.6755
18  r  15 27 12 17  conf  0.6765
27  r  15 18 12 17  conf  0.799
15  r  27 18 12 17  conf  0.832
12  r  15 27 18  conf  0.6756
18  r  15 27 12  conf  0.6766
27  r  15 18 12  conf  0.7991
15  r  27 18 12  conf  0.8321
18  r  15 27  conf  0.6778
27  r  15 18  conf  0.7994
15  r  27 18  conf  0.8325
17  r  15 27 16  conf  0.6649
16  r  15 27 17  conf  0.6777
27  r  15 16 17  conf  0.7849
15  r  27 16 17  conf  0.817
17  r  15 27 16 12  conf  0.6645
12  r  15 27 16 17  conf  0.6648
16  r  15 27 12 17  conf  0.6765
27  r  15 16 12 17  conf  0.7843
15  r  27 16 12 17  conf  0.8165
12  r  15 27 16  conf  0.6649
16  r  15 27 12  conf  0.6766
27  r  15 16 12  conf  0.7844
15  r  27 16 12  conf  0.8166
17  r  15 27 16 18  conf  0.6634
18  r  15 27 16 17  conf  0.6648
16  r  15 27 18 17  conf  0.6755
27  r  15 16 18 17  conf  0.783
15  r  27 16 18 17  conf  0.8153
17  r  15 27 16 18 12  conf  0.6632
12  r  15 27 16 18 17  conf  0.6634
18  r  15 27 16 12 17  conf  0.6644
16  r  15 27 18 12 17  conf  0.6752
27  r  15 16 18 12 17  conf  0.7827
15  r  27 16 18 12 17  conf  0.815
12  r  15 27 16 18  conf  0.6634
18  r  15 27 16 12  conf  0.6645
16  r  15 27 18 12  conf  0.6753
27  r  15 16 18 12  conf  0.7828
15  r  27 16 18 12  conf  0.815
18  r  15 27 16  conf  0.6649
16  r  15 27 18  conf  0.6756
27  r  15 16 18  conf  0.7831
15  r  27 16 18  conf  0.8154
16  r  15 27  conf  0.6778
27  r  15 16  conf  0.785
15  r  27 16  conf  0.8171
17  r  15 27 31  conf  0.6417
31  r  15 27 17  conf  0.6777
27  r  15 31 17  conf  0.7566
15  r  27 31 17  conf  0.7837
17  r  15 27 31 12  conf  0.6407
12  r  15 27 31 17  conf  0.6416
31  r  15 27 12 17  conf  0.6765
27  r  15 31 12 17  conf  0.7554
15  r  27 31 12 17  conf  0.7826
12  r  15 27 31  conf  0.6417
31  r  15 27 12  conf  0.6766
27  r  15 31 12  conf  0.7555
15  r  27 31 12  conf  0.7827
17  r  15 27 31 18  conf  0.6398
18  r  15 27 31 17  conf  0.6416
31  r  15 27 18 17  conf  0.6755
27  r  15 31 18 17  conf  0.7542
15  r  27 31 18 17  conf  0.7816
17  r  15 27 31 18 12  conf  0.6396
12  r  15 27 31 18 17  conf  0.6397
18  r  15 27 31 12 17  conf  0.6406
31  r  15 27 18 12 17  conf  0.6752
27  r  15 31 18 12 17  conf  0.754
15  r  27 31 18 12 17  conf  0.7813
12  r  15 27 31 18  conf  0.6398
18  r  15 27 31 12  conf  0.6407
31  r  15 27 18 12  conf  0.6753
27  r  15 31 18 12  conf  0.754
15  r  27 31 18 12  conf  0.7814
18  r  15 27 31  conf  0.6417
31  r  15 27 18  conf  0.6756
27  r  15 31 18  conf  0.7543
15  r  27 31 18  conf  0.7817
17  r  15 27 31 16  conf  0.6322
16  r  15 27 31 17  conf  0.6416
31  r  15 27 16 17  conf  0.6648
27  r  15 31 16 17  conf  0.7438
15  r  27 31 16 17  conf  0.7705
17  r  15 27 31 16 12  conf  0.6319
12  r  15 27 31 16 17  conf  0.6321
16  r  15 27 31 12 17  conf  0.6406
31  r  15 27 16 12 17  conf  0.6644
27  r  15 31 16 12 17  conf  0.7434
15  r  27 31 16 12 17  conf  0.77
12  r  15 27 31 16  conf  0.6322
16  r  15 27 31 12  conf  0.6407
31  r  15 27 16 12  conf  0.6645
27  r  15 31 16 12  conf  0.7434
15  r  27 31 16 12  conf  0.7701
17  r  15 27 31 16 18  conf  0.631
18  r  15 27 31 16 17  conf  0.6321
16  r  15 27 31 18 17  conf  0.6397
31  r  15 27 16 18 17  conf  0.6634
27  r  15 31 16 18 17  conf  0.7422
15  r  27 31 16 18 17  conf  0.7691
17  r  15 27 31 16 18 12  conf  0.6308
12  r  15 27 31 16 18 17  conf  0.6309
18  r  15 27 31 16 12 17  conf  0.6318
16  r  15 27 31 18 12 17  conf  0.6395
31  r  15 27 16 18 12 17  conf  0.6631
27  r  15 31 16 18 12 17  conf  0.7419
15  r  27 31 16 18 12 17  conf  0.7688
12  r  15 27 31 16 18  conf  0.631
18  r  15 27 31 16 12  conf  0.6319
16  r  15 27 31 18 12  conf  0.6396
31  r  15 27 16 18 12  conf  0.6632
27  r  15 31 16 18 12  conf  0.742
15  r  27 31 16 18 12  conf  0.7688
18  r  15 27 31 16  conf  0.6322
16  r  15 27 31 18  conf  0.6398
31  r  15 27 16 18  conf  0.6634
27  r  15 31 16 18  conf  0.7422
15  r  27 31 16 18  conf  0.7691
16  r  15 27 31  conf  0.6417
31  r  15 27 16  conf  0.6649
27  r  15 31 16  conf  0.7439
15  r  27 31 16  conf  0.7705
31  r  15 27  conf  0.6778
27  r  15 31  conf  0.7567
15  r  27 31  conf  0.7838
17  r  15 27 21  conf  0.6494
21  r  15 27 17  conf  0.6777
27  r  15 21 17  conf  0.7146
15  r  27 21 17  conf  0.8008
17  r  15 27 21 12  conf  0.6482
12  r  15 27 21 17  conf  0.6493
21  r  15 27 12 17  conf  0.6765
27  r  15 21 12 17  conf  0.7133
15  r  27 21 12 17  conf  0.7995
12  r  15 27 21  conf  0.6494
21  r  15 27 12  conf  0.6766
27  r  15 21 12  conf  0.7134
15  r  27 21 12  conf  0.7996
17  r  15 27 21 18  conf  0.6473
18  r  15 27 21 17  conf  0.6493
21  r  15 27 18 17  conf  0.6755
27  r  15 21 18 17  conf  0.7121
15  r  27 21 18 17  conf  0.7984
17  r  15 27 21 18 12  conf  0.647
12  r  15 27 21 18 17  conf  0.6472
18  r  15 27 21 12 17  conf  0.6481
21  r  15 27 18 12 17  conf  0.6752
27  r  15 21 18 12 17  conf  0.7118
15  r  27 21 18 12 17  conf  0.798
12  r  15 27 21 18  conf  0.6473
18  r  15 27 21 12  conf  0.6482
21  r  15 27 18 12  conf  0.6753
27  r  15 21 18 12  conf  0.7119
15  r  27 21 18 12  conf  0.7981
18  r  15 27 21  conf  0.6494
21  r  15 27 18  conf  0.6756
27  r  15 21 18  conf  0.7122
15  r  27 21 18  conf  0.7984
17  r  15 27 21 16  conf  0.637
16  r  15 27 21 17  conf  0.6493
21  r  15 27 16 17  conf  0.6648
27  r  15 21 16 17  conf  0.699
15  r  27 21 16 17  conf  0.7837
17  r  15 27 21 16 12  conf  0.6366
12  r  15 27 21 16 17  conf  0.6369
16  r  15 27 21 12 17  conf  0.6481
21  r  15 27 16 12 17  conf  0.6644
27  r  15 21 16 12 17  conf  0.6985
15  r  27 21 16 12 17  conf  0.7832
12  r  15 27 21 16  conf  0.637
16  r  15 27 21 12  conf  0.6482
21  r  15 27 16 12  conf  0.6645
27  r  15 21 16 12  conf  0.6986
15  r  27 21 16 12  conf  0.7833
17  r  15 27 21 16 18  conf  0.6357
18  r  15 27 21 16 17  conf  0.6369
16  r  15 27 21 18 17  conf  0.6472
21  r  15 27 16 18 17  conf  0.6634
27  r  15 21 16 18 17  conf  0.6973
15  r  27 21 16 18 17  conf  0.782
17  r  15 27 21 16 18 12  conf  0.6354
12  r  15 27 21 16 18 17  conf  0.6356
18  r  15 27 21 16 12 17  conf  0.6366
16  r  15 27 21 18 12 17  conf  0.647
21  r  15 27 16 18 12 17  conf  0.6631
27  r  15 21 16 18 12 17  conf  0.697
15  r  27 21 16 18 12 17  conf  0.7817
12  r  15 27 21 16 18  conf  0.6357
18  r  15 27 21 16 12  conf  0.6366
16  r  15 27 21 18 12  conf  0.647
21  r  15 27 16 18 12  conf  0.6632
27  r  15 21 16 18 12  conf  0.6971
15  r  27 21 16 18 12  conf  0.7818
18  r  15 27 21 16  conf  0.637
16  r  15 27 21 18  conf  0.6473
21  r  15 27 16 18  conf  0.6634
27  r  15 21 16 18  conf  0.6974
15  r  27 21 16 18  conf  0.7821
16  r  15 27 21  conf  0.6494
21  r  15 27 16  conf  0.6649
27  r  15 21 16  conf  0.6991
15  r  27 21 16  conf  0.7838
17  r  15 27 21 31  conf  0.6162
31  r  15 27 21 17  conf  0.6493
21  r  15 27 31 17  conf  0.6416
27  r  15 21 31 17  conf  0.677
15  r  27 21 31 17  conf  0.7535
17  r  15 27 21 31 12  conf  0.6152
12  r  15 27 21 31 17  conf  0.6161
31  r  15 27 21 12 17  conf  0.6481
21  r  15 27 31 12 17  conf  0.6406
27  r  15 21 31 12 17  conf  0.6759
15  r  27 21 31 12 17  conf  0.7524
12  r  15 27 21 31  conf  0.6162
31  r  15 27 21 12  conf  0.6482
21  r  15 27 31 12  conf  0.6407
27  r  15 21 31 12  conf  0.6759
15  r  27 21 31 12  conf  0.7524
17  r  15 27 21 31 18  conf  0.6143
18  r  15 27 21 31 17  conf  0.6161
31  r  15 27 21 18 17  conf  0.6472
21  r  15 27 31 18 17  conf  0.6397
27  r  15 21 31 18 17  conf  0.6748
15  r  27 21 31 18 17  conf  0.7514
17  r  15 27 21 31 18 12  conf  0.6142
12  r  15 27 21 31 18 17  conf  0.6143
18  r  15 27 21 31 12 17  conf  0.6151
31  r  15 27 21 18 12 17  conf  0.647
21  r  15 27 31 18 12 17  conf  0.6395
27  r  15 21 31 18 12 17  conf  0.6746
15  r  27 21 31 18 12 17  conf  0.7511
12  r  15 27 21 31 18  conf  0.6143
18  r  15 27 21 31 12  conf  0.6152
31  r  15 27 21 18 12  conf  0.647
21  r  15 27 31 18 12  conf  0.6396
27  r  15 21 31 18 12  conf  0.6746
15  r  27 21 31 18 12  conf  0.7512
18  r  15 27 21 31  conf  0.6162
31  r  15 27 21 18  conf  0.6473
21  r  15 27 31 18  conf  0.6398
27  r  15 21 31 18  conf  0.6749
15  r  27 21 31 18  conf  0.7515
17  r  15 27 21 31 16  conf  0.607
16  r  15 27 21 31 17  conf  0.6161
31  r  15 27 21 16 17  conf  0.6369
21  r  15 27 31 16 17  conf  0.6321
27  r  15 21 31 16 17  conf  0.6652
15  r  27 21 31 16 17  conf  0.7407
17  r  15 27 21 31 16 12  conf  0.6067
12  r  15 27 21 31 16 17  conf  0.6069
16  r  15 27 21 31 12 17  conf  0.6151
31  r  15 27 21 16 12 17  conf  0.6366
21  r  15 27 31 16 12 17  conf  0.6318
27  r  15 21 31 16 12 17  conf  0.6648
15  r  27 21 31 16 12 17  conf  0.7402
12  r  15 27 21 31 16  conf  0.607
16  r  15 27 21 31 12  conf  0.6152
31  r  15 27 21 16 12  conf  0.6366
21  r  15 27 31 16 12  conf  0.6319
27  r  15 21 31 16 12  conf  0.6649
15  r  27 21 31 16 12  conf  0.7403
17  r  15 27 21 31 16 18  conf  0.6058
18  r  15 27 21 31 16 17  conf  0.6069
16  r  15 27 21 31 18 17  conf  0.6143
31  r  15 27 21 16 18 17  conf  0.6356
21  r  15 27 31 16 18 17  conf  0.6309
27  r  15 21 31 16 18 17  conf  0.6637
15  r  27 21 31 16 18 17  conf  0.7393
17  r  15 27 21 31 16 18 12  conf  0.6057
12  r  15 27 21 31 16 18 17  conf  0.6058
18  r  15 27 21 31 16 12 17  conf  0.6066
16  r  15 27 21 31 18 12 17  conf  0.6141
31  r  15 27 21 16 18 12 17  conf  0.6354
21  r  15 27 31 16 18 12 17  conf  0.6307
27  r  15 21 31 16 18 12 17  conf  0.6635
15  r  27 21 31 16 18 12 17  conf  0.739
12  r  15 27 21 31 16 18  conf  0.6058
18  r  15 27 21 31 16 12  conf  0.6067
16  r  15 27 21 31 18 12  conf  0.6142
31  r  15 27 21 16 18 12  conf  0.6354
21  r  15 27 31 16 18 12  conf  0.6308
27  r  15 21 31 16 18 12  conf  0.6636
15  r  27 21 31 16 18 12  conf  0.7391
18  r  15 27 21 31 16  conf  0.607
16  r  15 27 21 31 18  conf  0.6143
31  r  15 27 21 16 18  conf  0.6357
21  r  15 27 31 16 18  conf  0.631
27  r  15 21 31 16 18  conf  0.6638
15  r  27 21 31 16 18  conf  0.7394
16  r  15 27 21 31  conf  0.6162
31  r  15 27 21 16  conf  0.637
21  r  15 27 31 16  conf  0.6322
27  r  15 21 31 16  conf  0.6653
15  r  27 21 31 16  conf  0.7407
31  r  15 27 21  conf  0.6494
21  r  15 27 31  conf  0.6417
27  r  15 21 31  conf  0.677
15  r  27 21 31  conf  0.7535
21  r  15 27  conf  0.6778
27  r  15 21  conf  0.7147
15  r  27 21  conf  0.8009
29  r  15 27 17  conf  0.6777
27  r  15 29 17  conf  0.7027
15  r  27 29 17  conf  0.7339
29  r  15 27 12 17  conf  0.6765
27  r  15 29 12 17  conf  0.7013
15  r  27 29 12 17  conf  0.7327
29  r  15 27 12  conf  0.6766
27  r  15 29 12  conf  0.7014
15  r  27 29 12  conf  0.7328
29  r  15 27 18 17  conf  0.6755
27  r  15 29 18 17  conf  0.7001
15  r  27 29 18 17  conf  0.7316
29  r  15 27 18 12 17  conf  0.6752
27  r  15 29 18 12 17  conf  0.6998
15  r  27 29 18 12 17  conf  0.7313
29  r  15 27 18 12  conf  0.6753
27  r  15 29 18 12  conf  0.6999
15  r  27 29 18 12  conf  0.7314
29  r  15 27 18  conf  0.6756
27  r  15 29 18  conf  0.7002
15  r  27 29 18  conf  0.7317
29  r  15 27 16 17  conf  0.6648
27  r  15 29 16 17  conf  0.6867
15  r  27 29 16 17  conf  0.7174
29  r  15 27 16 12 17  conf  0.6644
27  r  15 29 16 12 17  conf  0.6861
15  r  27 29 16 12 17  conf  0.717
29  r  15 27 16 12  conf  0.6645
27  r  15 29 16 12  conf  0.6862
15  r  27 29 16 12  conf  0.717
29  r  15 27 16 18 17  conf  0.6634
27  r  15 29 16 18 17  conf  0.6849
15  r  27 29 16 18 17  conf  0.7158
29  r  15 27 16 18 12 17  conf  0.6631
27  r  15 29 16 18 12 17  conf  0.6846
15  r  27 29 16 18 12 17  conf  0.7155
29  r  15 27 16 18 12  conf  0.6632
27  r  15 29 16 18 12  conf  0.6847
15  r  27 29 16 18 12  conf  0.7156
29  r  15 27 16 18  conf  0.6634
27  r  15 29 16 18  conf  0.685
15  r  27 29 16 18  conf  0.7159
29  r  15 27 16  conf  0.6649
27  r  15 29 16  conf  0.6867
15  r  27 29 16  conf  0.7175
29  r  15 27 31 17  conf  0.6416
27  r  15 29 31 17  conf  0.663
15  r  27 29 31 17  conf  0.6891
29  r  15 27 31 12 17  conf  0.6406
27  r  15 29 31 12 17  conf  0.6619
15  r  27 29 31 12 17  conf  0.6881
29  r  15 27 31 12  conf  0.6407
27  r  15 29 31 12  conf  0.6619
15  r  27 29 31 12  conf  0.6882
29  r  15 27 31 18 17  conf  0.6397
27  r  15 29 31 18 17  conf  0.6608
15  r  27 29 31 18 17  conf  0.6872
29  r  15 27 31 18 12 17  conf  0.6395
27  r  15 29 31 18 12 17  conf  0.6605
15  r  27 29 31 18 12 17  conf  0.6869
29  r  15 27 31 18 12  conf  0.6396
27  r  15 29 31 18 12  conf  0.6606
15  r  27 29 31 18 12  conf  0.687
29  r  15 27 31 18  conf  0.6398
27  r  15 29 31 18  conf  0.6608
15  r  27 29 31 18  conf  0.6873
29  r  15 27 31 16 17  conf  0.6321
27  r  15 29 31 16 17  conf  0.6509
15  r  27 29 31 16 17  conf  0.6767
29  r  15 27 31 16 12 17  conf  0.6318
27  r  15 29 31 16 12 17  conf  0.6505
15  r  27 29 31 16 12 17  conf  0.6763
29  r  15 27 31 16 12  conf  0.6319
27  r  15 29 31 16 12  conf  0.6506
15  r  27 29 31 16 12  conf  0.6764
29  r  15 27 31 16 18 17  conf  0.6309
27  r  15 29 31 16 18 17  conf  0.6494
15  r  27 29 31 16 18 17  conf  0.6754
29  r  15 27 31 16 18 12 17  conf  0.6307
27  r  15 29 31 16 18 12 17  conf  0.6492
15  r  27 29 31 16 18 12 17  conf  0.6751
29  r  15 27 31 16 18 12  conf  0.6308
27  r  15 29 31 16 18 12  conf  0.6493
15  r  27 29 31 16 18 12  conf  0.6752
29  r  15 27 31 16 18  conf  0.631
27  r  15 29 31 16 18  conf  0.6495
15  r  27 29 31 16 18  conf  0.6754
29  r  15 27 31 16  conf  0.6322
27  r  15 29 31 16  conf  0.651
15  r  27 29 31 16  conf  0.6768
29  r  15 27 31  conf  0.6417
27  r  15 29 31  conf  0.663
15  r  27 29 31  conf  0.6892
29  r  15 27 21 17  conf  0.6493
27  r  15 29 21 17  conf  0.6327
15  r  27 29 21 17  conf  0.7062
29  r  15 27 21 12 17  conf  0.6481
27  r  15 29 21 12 17  conf  0.6315
15  r  27 29 21 12 17  conf  0.7051
29  r  15 27 21 12  conf  0.6482
27  r  15 29 21 12  conf  0.6316
15  r  27 29 21 12  conf  0.7052
29  r  15 27 21 18 17  conf  0.6472
27  r  15 29 21 18 17  conf  0.6304
15  r  27 29 21 18 17  conf  0.704
29  r  15 27 21 18 12 17  conf  0.647
27  r  15 29 21 18 12 17  conf  0.6301
15  r  27 29 21 18 12 17  conf  0.7037
29  r  15 27 21 18 12  conf  0.647
27  r  15 29 21 18 12  conf  0.6302
15  r  27 29 21 18 12  conf  0.7038
29  r  15 27 21 18  conf  0.6473
27  r  15 29 21 18  conf  0.6304
15  r  27 29 21 18  conf  0.7041
29  r  15 27 21 16 17  conf  0.6369
27  r  15 29 21 16 17  conf  0.6181
15  r  27 29 21 16 17  conf  0.6904
29  r  15 27 21 16 12 17  conf  0.6366
27  r  15 29 21 16 12 17  conf  0.6177
